ID,age,gender,hand,ipd,vision,height,trial,depthPass,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
2,18,male,right,63,none,1.3808079957962036,1,False,(0.8978076452338418;1.4435888221659163;4.5;0.07582319203636685),(0.6474058203047861;2.006000529209301;4.5;0.14332767793625045),(-0.0627808263697128;2.2786156410300453;4.5;0.15645950639428624),(-0.6363961030678927;2.0172040988640965;4.5;0.1578731311559649),(-0.8998629256407522;1.3965151615897586;4.5;0.08818971222618327),(-0.6137985240562488;0.7225896643389502;4.5;0.11982186495485453),(0.0784401684728921;0.48423276751363264;4.5;0.14745861689369524),(0.6792386222004947;0.790354869704747;4.5;0.11884432334755488),4.5,0.12597475311814454,0.23901077584902075,0.11087763939080626,0.4639022612973981,5.141295700000001,0
2,18,male,right,63,none,1.3808079957962036,2,False,(1.2;1.3808079957962036;6;0.10673015629882128),(0.9192533317427736;2.1521531274200507;6;0.14476482260691217),(-0.041879396043001144;2.5800769882191186;6;0.14228722474587008),(-0.8632077604063816;2.214398040347;6;0.12454687802952044),(-1.1983554417054885;1.3180048483046714;6;0.13311594955666695),(-0.8183980320749983;0.5031835538531991;6;0.14463986873950904),(0.10458689129718947;0.18537435808610891;6;0.1537361474385035),(0.9056514962673262;0.5935371610075948;6;0.11503027332786857),6,0.133106415092959,0.0629498499784835,0.07570751380735588,1.2026639274475315,1.219624299999964,0
2,18,male,right,63,none,1.3808079957962036,3,False,(0.5991777208527442;1.4122095695419699;3;0.12308494187746212),(0.4242640687119285;1.8050720645081322;3;0.1532139066337276),(0.03140157374576638;1.9799857166489478;3;0.09613721872212144),(-0.3936354173943043;1.8336337439298669;3;0.10913840587963132),(-0.5999086170938347;1.3703365519338335;3;0.12084964046706531),(-0.44588689528643655;0.9793296319808886;3;0.152664189921365),(0.02093969802150077;0.7811734995847461;3;0.09802313538025952),(0.40919901603749914;0.9419957748247014;3;0.1109938104646568),3,0.12051315616828615,0.05535620860579123,0.07809524621432648,1.4107766442327547,1.8194644000000153,0
2,18,male,right,63,none,1.3808079957962036,4,False,(0.5991777208527442;1.4122095695419699;3;0.0752433582463023),(0.4596266658713868;1.7664805616081272;3;0.13318775715175885),(0.010471443862370158;1.9807166128900384;3;0.10517100324172607),(-0.45962666587138673;1.7664805616081272;3;0.11064294965910518),(-0.5999086170938347;1.3703365519338335;3;0.16168973524493369),(-0.43881222097150235;0.9716089797587046;3;0.1721898380801002),(-0.04185388424647535;0.7822695656403091;3;0.08919805353084995),(0.4316038802031905;0.9640129735208051;3;0.11627104123453111),3,0.12044921704866342,0.16145327921090774,0.07196890014053417,0.44575681889074925,3.3914610000000494,0
2,18,male,right,63,none,1.3808079957962036,5,False,(1.199268992422915;1.3389285997532026;6;0.15223549815509896),(0.8917737905728731;2.1837647234268336;6;0.16651122108265162),(7.347880794884119e-17;2.580807995796204;6;0.09445379295760586),(-0.8029567276306299;2.2725817863690767;6;0.09330589401989484),(-1.1998172341876694;1.3598651080714632;6;0.1718492944237934),(-0.9056514962673266;0.5935371610075951;6;0.10035963106658839),(0.08370776849295027;0.18373113548441444;6;0.15978916988804392),(0.8029567276306293;0.4890342052233302;6;0.09838738941823656),6,0.1296114863764892,0.2060233768745689,0.07828895939686267,0.38000036978583523,4.0413167000000385,0
2,18,male,right,63,none,1.3808079957962036,6,False,(1.199268992422915;1.4226873918392047;6;0.1657612522456989),(0.7872708347886087;2.28645949206353;6;0.09386847785984495),(0.08370776849295028;2.5778848561079926;6;0.111332780801692),(-0.8776244419430045;2.1992060278712016;6;0.1721949968152408),(-1.1954336377100947;1.4853948870933935;6;0.10882717404241947),(-0.9192533317427736;0.6094628641723565;6;0.15658990795571903),(-0.041879396043000915;0.18153900337328865;6;0.11582717960617482),(0.8029567276306293;0.4890342052233302;6;0.15708846317725517),6,0.13518627906300565,0.11913796320571504,0.0795424875788282,0.6676502219656257,4.438974599999938,0
2,18,male,right,63,none,1.3808079957962036,7,False,(0.5999086170938347;1.3912794396585737;3;0.15629766038519477),(0.39363541739430435;1.8336337439298669;3;0.16807998314020267),(0.05229344564859488;1.978524814651251;3;0.1457222185819751),(-0.4316038802031908;1.7976030180716018;3;0.1655173061253386),(-0.5999086170938347;1.3703365519338335;3;0.08995812377257417),(-0.4242640687119286;0.9565439270842752;3;0.12612163182271505),(0.010471443862369877;0.7808993787023689;3;0.09144637732351968),(0.4316038802031905;0.9640129735208051;3;0.1454778426547586),3,0.13607764297578484,0.07394791730549972,0.09395002742221505,1.2704891610953823,1.5081862999999203,0
2,18,male,right,63,none,1.3808079957962036,8,False,(1.199268992422915;1.4226873918392047;6;0.11657252599068679),(0.8183980320749982;2.258432437739208;6;0.10745725360221126),(0.041879396043001296;2.5800769882191186;6;0.156226357881567),(-0.891773790572873;2.1837647234268336;6;0.1267705993124278),(-1.199268992422915;1.3389285997532026;6;0.1116212931146694),(-0.8776244419430047;0.5624099637212056;6;0.1119069509420193),(0.020942887724739755;0.18099076160853422;6;0.1426952375320567),(0.9056514962673262;0.5935371610075948;6;0.10929938536798227),6,0.12281870046795255,0.20635610632117735,0.11570554197050602,0.5607081081013385,2.530050000000074,0
2,18,male,right,63,none,1.3808079957962036,9,False,(0.8987665812791165;1.427910356414853;4.5;0.12957359576531416),(0.6251925334130976;2.0282138161009895;4.5;0.09828507040775962),(0.015707165793555238;2.280670921436956;4.5;0.15522358226510907),(-0.6474058203047862;2.006000529209301;4.5;0.12817018377377876),(-0.896575228282571;1.459248164269096;4.5;0.07533273272348064),(-0.6137985240562488;0.7225896643389502;4.5;0.13298035955849194),(-0.015707165793555147;0.4809450701554514;4.5;0.13456043625734856),(0.6582183314572536;0.7670094717399552;4.5;0.16417727295325976),4.5,0.12728790421306782,0.21321973074003886,0.0708154048567876,0.3321240703709872,4.130751300000043,0
2,18,male,right,63,none,1.3808079957962036,10,False,(1.197076860311789;1.2971002273032533;6;0.10259375758517277),(0.7872708347886087;2.28645949206353;6;0.12639726824425312),(0.020942887724740317;2.5806252299838732;6;0.1307079011759181),(-0.8183980320749981;2.2584324377392084;6;0.15891027925858536),(-1.1998172341876694;1.4017508835209438;6;0.1718756369005186),(-0.8776244419430047;0.5624099637212056;6;0.12248172200779175),(-0.020942887724740195;0.18099076160853422;6;0.07871107356218601),(0.7713451316238471;0.46155466405342993;6;0.11665359007997855),6,0.12604140360180052,0.05686337695475481,0.07863695020570306,1.3829103091832393,2.3079647999999224,0
2,18,male,right,63,none,1.3808079957962036,11,False,(0.896575228282571;1.3023678273233112;4.5;0.16565730321917577),(0.6474058203047861;2.006000529209301;4.5;0.07952349088970684),(-0.01570716579355513;2.280670921436956;4.5;0.08765655003270013),(-0.5785088487178854;2.070247994603284;4.5;0.10604484863788644),(-0.8994517443171862;1.3493984487639528;4.5;0.12888912046966045),(-0.647405820304786;0.7556154623831061;4.5;0.14110345540635644),(0.0784401684728921;0.48423276751363264;4.5;0.17435832114486538),(0.602217545722972;0.7119776528665485;4.5;0.1735997935133942),4.5,0.13210411041421818,0.21245888893013393,0.1078178102265995,0.5074761087640577,5.096909699999969,0
2,18,male,right,63,none,1.3808079957962036,12,False,(0.5977168188550473;1.4331014414447985;3;0.16964058539990717),(0.43881222097150224;1.7900070118337026;3;0.14934987558782292),(0.04185388424647514;1.979346425952098;3;0.08625472071649477),(-0.40919901603749903;1.819620216767706;3;0.13199607718462233),(-0.5991777208527442;1.4122095695419699;3;0.143634114302215),(-0.4528257481336633;0.9871725784018994;3;0.16441248694091873),(-0.020939698021500457;0.7811734995847461;3;0.1195824574971634),(0.38567256581192355;0.9211813299248168;3;0.08613715498176183),3,0.13137593407636325,0.07110486638156793,0.09495785734588356,1.335462144550192,2.108166199999914,0
