ID,age,gender,hand,trial,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
29,ageTest,genderTest,handTest,1,(2.666260520417043;2.9534602495005773;8;0.30674330971334146),(1.8856180831641267;4.885618083164127;8;0.3241059719473244),(0.1395625499811839;5.663012092678864;8;0.35274449188691126),(-1.7141002924974382;5.042785181650608;8;0.3103033758023402),(-2.665042205384255;3.093065324540003;8;0.2589123204615804),(-1.9502765376511215;1.1813377065000044;8;0.2770311779164276),(0.09306532454000341;0.33495779461574493;8;0.36553975247457265),(1.714100292497438;0.9572148183493918;8;0.2476274466341638),8,0.30537598085458273,0.3029503410892551,0.3029503410892551,1.0,5.001320999999999,1
29,ageTest,genderTest,handTest,2,(1.3300854003464322;2.906991368341166;4;0.2044739697042937),(0.9093311467499979;3.9751382688255603;4;0.38068622353020637),(-0.06978127499059178;4.331506046339432;4;0.3354932984170158),(-1.0213925908253039;3.857050146248719;4;0.2385004656949914),(-1.3300854003464322;2.906991368341166;4;0.3687827114206877),(-0.9751382688255608;2.090668853250002;4;0.21836714215754244),(0.046532662270001704;1.6674788973078725;4;0.32352599781425617),(0.8921741418118103;2.009140232696807;4;0.2567948396954137),4,0.2908280810543009,0.3305283277457459,0.3305283277457459,1.0,0.6132131999999988,0
29,ageTest,genderTest,handTest,3,(1.992389396183491;3.1743114854953163;6;0.2671280611111315),(1.4142135623730951;4.414213562373095;6;0.3520847865853398),(-0.034904812874566954;4.999695390312782;6;0.32145704726192825),(-1.5320888862379558;4.285575219373079;6;0.22028379430907946),(-1.9951281005196484;2.8604870525117496;6;0.21001380033420855),(-1.4386796006773022;1.6106832590820055;6;0.3299356912382311),(-0.13951294748825116;1.0048718994803516;6;0.2303680053741486),(1.3893167409179945;1.5613203993226978;6;0.33677562915160386),6,0.2835058519207089,0.3294288716581519,0.3294288716581519,1.0,0.44609900000000025,0
