trial,sphereNumber,sphereX,sphereY,sphereDist,sphereRadius,probeAnswerRadius,probeResponseTime
1,1,1.9987816540381915,2.930201006594998,6,0.2780708540164115,0.3227161738372246
1,2,1.532088886237956,4.2855752193730785,6,0.3403781057610102,0.3227161738372246
1,3,0.10467191248588793,4.9972590695091474,6,0.35219084953786894,0.3227161738372246
1,4,-1.3121180579810143,4.509419160445544,6,0.3660335630259464,0.3227161738372246
1,5,-1.9972590695091477,3.1046719124858875,6,0.2655646002301123,0.3227161738372246
1,6,-1.3893167409179945,1.5613203993226976,6,0.27738392144754803,0.3227161738372246
1,7,-0.06979899340500152,1.0012183459618085,6,0.2336315984450445,0.3227161738372246
1,8,1.3639967201249972,1.5372925967616593,6,0.32048896186032966,0.3227161738372246
2,1,1.9987816540381915,3.069798993405002,6,0.34658015864077446,0.3269706023484784
2,2,1.462707403238341,4.363996720124997,6,0.26885287190949475,0.3269706023484784
2,3,0.13951294748825047,4.995128100519649,6,0.36730111894265827,0.3269706023484784
2,4,-1.4862896509547883,4.3382612127177165,6,0.35885171471143196,0.3269706023484784
2,5,-1.9951281005196484,3.1395129474882513,6,0.3440653079429351,0.3269706023484784
2,6,-1.4142135623730954,1.585786437626905,6,0.2951742051931111,0.3269706023484784
2,7,-0.034904812874566996,1.0003046096872175,6,0.23044356461241405,0.3269706023484784
2,8,1.4142135623730947,1.5857864376269046,6,0.35895058247609846,0.3269706023484784
