ID,age,gender,hand,ipd,vision,height,trial,depthPass,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
15,21,male,left,63,none,2.1223948001861572,1,False,(0.6;2.1223948001861572;3;0.1451422257589017),(0.39363541739430435;2.5752205483198205;3;0.0920625801292944),(-0.041853884246475195;2.7209332303420517;3;0.14051530330852335),(-0.4316038802031908;2.5391898224615557;3;0.15299953694431395),(-0.5985384301558945;2.080540915939682;3;0.11139269430114344),(-0.4528257481336633;1.728759382791853;3;0.08372878867826927),(0.02093969802150077;1.5227603039746997;3;0.08861742021716251),(0.39363541739430424;1.669569052052494;3;0.14633088720303544),3,0.12009867956758051,0.19233615036890755,0.12587679308802197,0.6544624754451299,3.6968917000000374,0
15,21,male,left,63,none,2.1223948001861572,2,False,(0.8994517443171862;2.1538043472184083;4.5;0.13802664230582096),(0.6137985240562487;2.7806131316434106;4.5;0.1098299468200701),(0.07844016847289233;3.018970028468728;4.5;0.10531724925937182),(-0.5904531260914565;2.801633422386652;4.5;0.09843224746770879),(-0.8998629256407522;2.106687634392602;4.5;0.15708691366136357),(-0.5904531260914566;1.4431561779856623;4.5;0.16256410567874052),(0.04710236061864955;1.2236282189070407;4.5;0.07705392750067054),(0.6792386222004947;1.5319416740947007;4.5;0.0893876853594411),4.5,0.11721233975664844,0.1962917110806201,0.1350353048004591,0.6879317728551358,2.552323300000012,0
15,21,male,left,63,none,2.1223948001861572,3,False,(1.1954336377100947;2.0178079088889675;6;0.10606360057375269),(0.9192533317427736;2.8937399318100043;6;0.10821576980253439),(-0.02094288772474017;3.322212034373827;6;0.1107846338122936),(-0.9056514962673263;2.909665634974766;6;0.11817357482812851),(-1.199268992422915;2.080515404143156;6;0.12134535121864615),(-0.9056514962673266;1.3351239653975489;6;0.14817822251010915),(0.04187939604300154;0.9231258077632423;6;0.1424394569682727),(0.8335900445507967;1.259187039779776;6;0.1375393291328676),6,0.1240924923558256,0.0942127612233183,0.12394902904086816,1.3156288748088398,2.1640171000000237,0
15,21,male,left,63,none,2.1223948001861572,4,False,(1.2;2.1223948001861572;6;0.12156140811382155),(0.8776244419430045;2.940792832261155;6;0.14603216213474635),(0.08370776849295028;3.319471660497946;6;0.11931148965753019),(-0.9056514962673263;2.909665634974766;6;0.11023542325412208),(-1.199268992422915;2.080515404143156;6;0.1349763826031359),(-0.8029567276306298;1.2306210096132841;6;0.16594384121784198),(-0.06280314749153317;0.9240393584806688;6;0.14676195364204558),(0.863207760406381;1.2888047556353601;6;0.07912457267087324),6,0.1279934041617646,0.12135125680794533,0.09990054789491494,0.8232345549829861,2.658243999999968,0
15,21,male,left,63,none,2.1223948001861572,5,False,(0.5999086170938347;2.111923356323787;3;0.148196454303892),(0.44588689528643655;2.523873164001472;3;0.09990118597369593),(-0.05229344564859494;2.7201116190412047;3;0.15054716844905836),(-0.3936354173943043;2.5752205483198205;3;0.08773843947995257),(-0.5985384301558945;2.1642486844326325;3;0.11839702972883928),(-0.4242640687119286;1.6981307314742287;3;0.13769585674180895),(-0.04185388424647535;1.5238563700302628;3;0.15848061508708466),(0.4316038802031905;1.7055997779107588;3;0.13636684218542494),3,0.1296654489937196,0.22902131942038523,0.12587761379169357,0.5496327333641637,2.8411089999999604,0
15,21,male,left,63,none,2.1223948001861572,6,False,(0.5999086170938347;2.1328662440485275;3;0.12922764983602872),(0.3856725658119236;2.582021466057544;3;0.09707106439021741),(0.010471443862370158;2.722303417279992;3;0.16597898041547754),(-0.4167950222753984;2.553998680389348;3;0.11515247972914694),(-0.5991777208527442;2.1537963739319235;3;0.16182320436422018),(-0.40919901603749914;1.683582579214655;3;0.15020055938418192),(-0.010471443862370098;1.5224861830923224;3;0.1739482799313375),(0.41679502227539833;1.6907909199829665;3;0.07929581677417642),3,0.13408725435309832,0.18687202871717729,0.11179952013523238,0.5982678140902302,2.974875300000008,0
15,21,male,left,63,none,2.1223948001861572,7,False,(0.5996344962114575;2.101455102164657;3;0.09243370804373639),(0.39363541739430435;2.5752205483198205;3;0.1039591800361097),(-0.020939698021500572;2.722029296397615;3;0.16682612257382973),(-0.42426406871192845;2.546658868898086;3;0.167070278825123),(-0.5985384301558945;2.080540915939682;3;0.09679024270781866),(-0.4242640687119286;1.6981307314742287;3;0.17329520511059404),(-0.010471443862370098;1.5224861830923224;3;0.14752913065004453),(0.4316038802031905;1.7055997779107588;3;0.15865538838064366),3,0.13831990704098746,0.09654924447788871,0.12513652511787082,1.29609015373009,2.108069999999998,0
15,21,male,left,63,none,2.1223948001861572,8,False,(0.8994517443171862;2.090985253153906;4.5;0.12022903274792238),(0.6894399988070802;2.7009036489040428;4.5;0.16013253924791337),(0.04710236061864957;3.021161381465274;4.5;0.16983661247272097),(-0.6251925334130977;2.769800620490943;4.5;0.11264892392139807),(-0.8994517443171862;2.0909852531539066;4.5;0.12696387280014138),(-0.6251925334130976;1.4749889798813711;4.5;0.12440600747858047),(0.0784401684728921;1.2258195719035863;4.5;0.10572269861045383),(0.6137985240562488;1.4641764687289038;4.5;0.17476432595039487),4.5,0.13683800165369064,0.1341654790163829,0.17828151077793286,1.3288180542787982,1.9859516999999869,0
15,21,male,left,63,none,2.1223948001861572,9,False,(0.8994517443171862;2.1538043472184083;4.5;0.14271224181314757),(0.5904531260914566;2.801633422386652;4.5;0.14817994506645743),(0.07844016847289233;3.018970028468728;4.5;0.14738561347840867),(-0.6688303429296547;2.72461234590913;4.5;0.13986402384716895),(-0.9;2.1223948001861572;4.5;0.10084054868133643),(-0.636396103067893;1.4859986971182644;4.5;0.09799755086875311),(-0.04710236061864988;1.2236282189070407;4.5;0.15928983237998273),(0.6582183314572536;1.5085962761299088;4.5;0.12863333521854392),4.5,0.13311288641922486,0.08174313119270955,0.14798326957372027,1.8103450089873543,1.9638491000000613,0
15,21,male,left,63,none,2.1223948001861572,10,False,(0.896575228282571;2.043954631713265;4.5;0.0775489560618452),(0.6251925334130976;2.769800620490943;4.5;0.15411552531938838),(-0.0627808263697128;3.020202445419999;4.5;0.15637891428904835),(-0.6363961030678927;2.75879090325405;4.5;0.16967120254907492),(-0.8987665812791165;2.075292439567508;4.5;0.07523310833288253),(-0.6251925334130976;1.4749889798813711;4.5;0.15619385326741086),(0.0627808263697127;1.2245871549523153;4.5;0.1428946328491231),(0.6363961030678926;1.4859986971182644;4.5;0.17108315249734157),4.5,0.13788991814576435,0.0988273409446026,0.1532817834888544,1.5510058453841846,1.849803100000031,0
