ID,age,gender,hand,height,trial,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
45,ageTest,genderTest,handTest,1.6125324964523315,1,(3.199512624500452;1.5566847958530243;16;0.36590929568278374),(2.056920350996926;4.063874714433061;16;0.33873767597541016),(-0.05584770059930713;4.812045120952783;16;0.28400018772975566),(-2.099388892769623;4.027603153165202;16;0.30786343988201326),(-3.1980506464611067;1.724210885900335;16;0.26008997359068303),(-2.415070656712871;-0.48685639631729094;16;0.37029845303346354),(0.05584770059930602;-1.5869801280481206;16;0.3325883652998126),(2.0993888927696225;-0.8025381602605397;16;0.38969437434951176),16,0.3311477206929292,0.2663971293514969,0.3268421605295789,1.2268982076692274,1.1443974999999966,0
45,ageTest,genderTest,handTest,1.6125324964523315,2,(3.192204960831438;1.3893117804711306;16;0.30511533654785583),(2.45134221798073;3.669452847449257;16;0.2369027651038042),(-0.11167838944800307;4.810583142913439;16;0.2145502259942307),(-2.378063441527661;3.7537504368006784;16;0.2254508409196316),(-3.1956145112146364;1.445057436474912;16;0.3385458146975914),(-2.45134221798073;-0.44438785454459406;16;0.2912851901172078),(-0.11167838944800244;-1.5855181500087752;16;0.3611374287921979),(2.0993888927696225;-0.8025381602605397;16;0.20943804961421608),16,0.2728032064733419,0.31895027978541174,0.26920113568974263,0.8440222591146804,0.8444631999999999,0
45,ageTest,genderTest,handTest,1.6125324964523315,3,(2.0;1.6125324964523315;10;0.3583052184988923),(1.4386796006773024;3.001849237370326;10;0.38624258854691995),(0.06979899340500216;3.6113141504905233;10;0.37773368481357666),(-1.462707403238341;2.9765292165773287;10;0.2335660019925628),(-1.9972590695091477;1.7172044089382192;10;0.3472355781639761),(-1.3893167409179945;0.17385289577502916;10;0.3915940268044817),(0.06979899340500256;-0.38624915758586;10;0.33630985758493426),(1.4142135623730947;0.19831893407923618;10;0.3089127244176555),10,0.3424874601028749,0.29644169332202924,0.3391743120469437,1.1441518507266566,57.51535539999999,0
45,ageTest,genderTest,handTest,1.6125324964523315,4,(0.7980512402078594;1.5567273174570313;4;0.366056058932713),(0.5248472231924058;2.2163001606305492;4;0.2403765890537603),(0.06972459419812652;2.409488254925728;4;0.27869603416672806),(-0.5455986880499987;2.197615457747668;4;0.34648478715911935),(-0.7969557584733965;1.5428079022542052;4;0.37269067541085926),(-0.5945158603819154;1.077228011365245;4;0.2588881626782322),(-0.013961925149826799;0.8126543403272185;4;0.38679856108632027),(0.5850829612953365;1.0669338084023328;4;0.3928813773425897),4,0.33035903072879025,0.2558706270907373,0.19939641496662514,0.7792860682516513,2.5646296000000035,0
45,ageTest,genderTest,handTest,1.6125324964523315,5,(1.9987816540381915;1.5427335030473297;10;0.3133766480034947),(1.2855752193730787;3.1446213826902873;10;0.23011912578344443),(0.17431148549531628;3.6049218926358226;10;0.22982302481577144),(-1.509419160445544;2.924650554433346;10;0.359582885305149),(-1.9951281005196484;1.7520454439405826;10;0.20701082435028917),(-1.4386796006773022;0.22321575553433703;10;0.33749734604002446),(-0.034904812874566996;-0.387162893860451;10;0.2413175542184386),(1.5320888862379556;0.3269572770792524;10;0.30734080811236036),10,0.2782585270786216,0.2804097972798977,0.24023997222904694,0.8567460001736164,0.6858785999999952,0
45,ageTest,genderTest,handTest,1.6125324964523315,6,(0.7989036278036591;1.5706637314579766;4;0.2789132813512437),(0.5455986880499988;2.197615457747668;4;0.3939155724811228),(0.06972459419812652;2.409488254925728;4;0.27200110152589896),(-0.6128355544951823;2.126762584201563;4;0.28451941509772605),(-0.7989036278036591;1.6544012614466865;4;0.2881757133121718),(-0.5850829612953364;1.0669338084023328;4;0.2086076940395565),(-0.04186876499435545;0.8136288686486725;4;0.23388497282801912),(0.5455986880499989;1.0274495351569952;4;0.37307626614092537),4,0.29163675209708306,0.2793105405832069,0.160566326078454,0.5748666904699972,1.5776680000000027,0
45,ageTest,genderTest,handTest,1.6125324964523315,7,(0.7989036278036591;1.6544012614466865;4;0.364760946355258),(0.5142300877492315;2.225368050947514;4;0.3922243199193218),(-0.05580517899530027;2.410583736660191;4;0.36968376487482),(-0.5142300877492315;2.225368050947514;4;0.39277043777544307),(-0.7989036278036591;1.5706637314579768;4;0.2812182317818441),(-0.5945158603819154;1.077228011365245;4;0.21360204180343936),(0.041868764994355157;0.8136288686486725;4;0.20811802666693824),(0.5754718402709207;1.0568058000851335;4;0.2787653527070237),4,0.312642890235511,0.2500233362815428,0.19099113570265808,0.763893237100034,0.9333612000000073,0
45,ageTest,genderTest,handTest,1.6125324964523315,8,(3.1956145112146364;1.4450574364749111;16;0.2740549154476159),(2.0993888927696234;4.027603153165202;16;0.20614781070220345),(-0.27889837679250634;4.800355530345918;16;0.3271880189365054),(-2.099388892769623;4.027603153165202;16;0.3893278486055181),(-3.2;1.612532496452332;16;0.21400326549515447),(-2.0993888927696234;-0.8025381602605393;16;0.33565512910171413),(-0.2788983767925064;-1.5752905374412545;16;0.32487185256276435),(2.1823947521999956;-0.7277993487290138;16;0.3212061795219956),16,0.2990568775466839,0.34898514975252504,0.35601737523072885,1.0201505006249996,1.1666264999999925,0
45,ageTest,genderTest,handTest,1.6125324964523315,9,(0.7980512402078594;1.6683376754476318;4;0.26087712137734254),(0.6037676641782177;2.1373797196447373;4;0.21061217689655942),(-0.027919597362000767;2.4120451580676083;4;0.3829022992271918),(-0.5850829612953364;2.1581311845023303;4;0.2055392813563817),(-0.8;1.6125324964523315;4;0.32404408487867037),(-0.5248472231924058;1.0087648322741138;4;0.35345690465878454),(-0.055805178995300464;0.8144812562444721;4;0.25254800090345686),(0.5455986880499989;1.0274495351569952;4;0.21964221469123388),4,0.2762027604987026,0.25228475751680307,0.2129339509795315,0.8440222591146804,0.7000842000000063,0
45,ageTest,genderTest,handTest,1.6125324964523315,10,(3.192204960831438;1.3893117804711306;16;0.28036865917059),(2.056920350996926;4.063874714433061;16;0.28242973097828333),(0.11167838944800346;4.810583142913439;16;0.20530233070451698),(-2.1412179403483464;3.990595937979993;16;0.38873233326817186),(-3.2;1.612532496452332;16;0.22641277146998756),(-2.3018873610836836;-0.6103742890164598;16;0.3447138522569341),(-0.1674750599774218;-1.5830820147623048;16;0.2271850627205566),(2.4150706567128704;-0.4868563963172923;16;0.24312772425614654),16,0.2747840581031484,0.32068036577046877,0.28450302480633854,0.8871856688911706,1.477659200000005,0
