ID,age,gender,hand,ipd,vision,height,trial,depthPass,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
9,19,female,right,62,none,2.068176031112671,1,True,(0.8994517443171862;2.03676648408042;4.5;0.15857401797950893),(0.6251925334130976;2.715581851417457;4.5;0.13335348226581925),(5.5109105961630896e-17;2.968176031112671;4.5;0.1617536394625277),(-0.6251925334130977;2.715581851417457;4.5;0.12196856754349689),(-0.8994517443171862;2.099585578144922;4.5;0.16127333525541135),(-0.636396103067893;1.431779928044778;4.5;0.07781978872668047),(-0.06278082636971302;1.1703683858788292;4.5;0.0769409475931016),(0.602217545722972;1.3993456881830157;4.5;0.1492138340718684),4.5,0.1301122016123018,0.10830157110387661,0.1315561530408729,1.2147206333201928,25.04768009999998,0
9,19,female,right,62,none,2.068176031112671,2,True,(0.6;2.068176031112671;3;0.11981683054772302),(0.4091990160374991;2.5069882520841733;3;0.11042262783024645),(0.05229344564859488;2.6658928499677184;3;0.12401787800133852),(-0.40147836381531493;2.5140629263991077;3;0.09375884402145433),(-0.6;2.068176031112671;3;0.11710862059511248),(-0.4316038802031906;1.6513810088372725;3;0.17339289934018992),(0.010471443862369877;1.468267414018836;3;0.14341578164225527),(0.4528257481336631;1.6745406137183665;3;0.07760539465117551),3,0.11994235957868694,0.20521501844331197,0.10892292565290665,0.5307746308196991,3.7063782000000174,0
9,19,female,right,62,none,2.068176031112671,3,True,(0.5999086170938347;2.0577045872503006;3;0.127105942482739),(0.4316038802031907;2.4849710533880693;3;0.0839377417424313),(0.05229344564859488;2.6658928499677184;3;0.11583806419727245),(-0.42426406871192845;2.4924400998245995;3;0.14899550629919675),(-0.6;2.068176031112671;3;0.10749545708365378),(-0.4316038802031906;1.6513810088372725;3;0.17305960126530315),(0.02093969802150077;1.4685415349012134;3;0.11005843559576305),(0.4596266658713867;1.6825034653007471;3;0.08244800405218546),3,0.11861734408981811,0.17615984206786078,0.11820122344632701,0.6709884730754538,2.3835224000000608,0
9,19,female,right,62,none,2.068176031112671,4,True,(1.1954336377100947;2.1727629224098606;6;0.14222896853309333),(0.7713451316238472;2.9874293628554445;6;0.16955253598845757),(-0.10458689129718989;3.263609668822766;6;0.07885009133856301),(-0.9192533317427735;2.839521162736518;6;0.14284040159557265),(-1.1998172341876694;2.0472331433879307;6;0.07952053688440537),(-0.9056514962673266;1.2809051963240625;6;0.10210562657163744),(-0.06280314749153317;0.8698205894071824;6;0.16150283850574426),(0.8183980320749983;1.1905515891696665;6;0.09351530188594359),6,0.12126453766292716,0.17813702591167974,0.14811870701879956,0.8314874813966904,2.030077199999937,0
9,19,female,right,62,none,2.068176031112671,5,True,(0.5991777208527442;2.0367744573669047;3;0.1469027937236132),(0.39363541739430435;2.521001779246334;3;0.09256704061490732),(-0.05229344564859494;2.6658928499677184;3;0.12010358653726269),(-0.3936354173943043;2.521001779246334;3;0.15344640137172144),(-0.5985384301558945;2.110029915359146;3;0.08885152992218676),(-0.39363541739430435;1.6153502829790076;3;0.09582883374897837),(-1.1021821192326178e-16;1.4681760311126708;3;0.09580165743634833),(0.44588689528643655;1.6666976672973561;3;0.15548819485700988),3,0.1186237547765035,0.08023078289842003,0.07261390538163133,0.9050629042666528,1.3744927000000189,0
9,19,female,right,62,none,2.068176031112671,6,True,(0.896575228282571;2.146616199585563;4.5;0.10774718066836625),(0.6474058203047861;2.6933685645257683;4.5;0.15926248059720138),(-0.07844016847289241;2.964751259395242;4.5;0.1453352383680807),(-0.5904531260914565;2.747414653313166;4.5;0.0790462165762132),(-0.9;2.068176031112671;4.5;0.09572334637267131),(-0.5904531260914566;1.388937408912176;4.5;0.10597314065635033),(0.0627808263697127;1.170368385878829;4.5;0.1664912958767889),(0.6251925334130976;1.420770210807885;4.5;0.1416673399424801),4.5,0.12515577988226903,0.10705433258248372,0.09497706965988865,0.8871856688911706,1.3081415000000334,0
9,19,female,right,62,none,2.068176031112671,7,True,(0.5991777208527442;2.0367744573669047;3;0.0913227164362357),(0.4596266658713868;2.4538485969245944;3;0.13136794472042007),(-0.041853884246475195;2.6667144612685654;3;0.10500140569448795),(-0.4167950222753984;2.4997799113158616;3;0.1521019269721991),(-0.5999086170938347;2.0786474749750408;3;0.16565998546442373),(-0.4316038802031906;1.6513810088372725;3;0.14528963508830908),(0.052293445648594734;1.4704592122576234;3;0.1071192415102868),(0.4242640687119284;1.6439119624007423;3;0.08592204702399964),3,0.12297311286379525,0.10468827886495774,0.1476917787476079,1.4107766442327547,1.6639001999999437,0
9,19,female,right,62,none,2.068176031112671,8,True,(0.8978076452338418;2.1309568574823836;4.5;0.13624599107555146),(0.6792386222004948;2.6586291572041274;4.5;0.07650145546275994),(0.031409547032250976;2.967627775429857;4.5;0.14757633605167134),(-0.6474058203047862;2.6933685645257683;4.5;0.11094508426939313),(-0.9;2.068176031112671;4.5;0.07815412423118642),(-0.6792386222004949;1.4777229050212144;4.5;0.10633262127634448),(-0.06278082636971302;1.1703683858788292;4.5;0.13719014047625486),(0.6894399988070801;1.4896671823947853;4.5;0.12825612520486077),4.5,0.1151502347560028,0.12436861113271228,0.11714345891273599,0.9419053396659193,2.6863129000000754,0
9,19,female,right,62,none,2.068176031112671,9,True,(0.8978076452338418;2.1309568574823836;4.5;0.15828706121434832),(0.5785088487178854;2.757616029919751;4.5;0.11981600264158987),(-0.04710236061864946;2.9669426123917875;4.5;0.11041128950574053),(-0.5785088487178854;2.757616029919751;4.5;0.1262151628498872),(-0.896575228282571;1.9897358626397788;4.5;0.14402168004710408),(-0.636396103067893;1.431779928044778;4.5;0.11966971007666283),(-0.015707165793555147;1.1683131054719187;4.5;0.11877978775230552),(0.5904531260914564;1.388937408912176;4.5;0.16593534970075322),4.5,0.13289200547354896,0.22086061714811994,0.15042898533064586,0.6811037081806252,1.9187062999999398,0
9,19,female,right,62,none,2.068176031112671,10,True,(0.5991777208527442;2.0367744573669047;3;0.0844431803186661),(0.41679502227539833;2.4997799113158616;3;0.09948567851461078),(-0.05229344564859494;2.6658928499677184;3;0.17370197002625706),(-0.40919901603749903;2.5069882520841733;3;0.14114107183771113),(-0.5996344962114575;2.0891157291341718;3;0.11592698240432614),(-0.39363541739430435;1.6153502829790076;3;0.13483620170336752),(-1.1021821192326178e-16;1.4681760311126708;3;0.10975270711114848),(0.41679502227539833;1.6365721509094802;3;0.17108297118187885),3,0.12879634538724574,0.18344222353945833,0.15716339128038534,0.8567460001736164,2.0741230999999516,0
9,19,female,right,62,none,2.068176031112671,11,True,(0.5999086170938347;2.078647474975041;3;0.1427017091631087),(0.40147836381531493;2.5140629263991077;3;0.0906137424209193),(0.04185388424647514;2.6667144612685654;3;0.11013758591938537),(-0.42426406871192845;2.4924400998245995;3;0.13051128931029587),(-0.5977168188550473;2.120469476761266;3;0.16890690503189804),(-0.4242640687119286;1.6439119624007423;3;0.1185046231684177),(0.010471443862369877;1.468267414018836;3;0.1006358822691294),(0.4388122209715024;1.658977015075172;3;0.08159493408128471),3,0.11795083392055489,0.18738659729406076,0.16054271771783077,0.8567460001736164,1.40801620000002,0
9,19,female,right,62,none,2.068176031112671,12,True,(0.9;2.068176031112671;4.5;0.08249437885905907),(0.5785088487178854;2.757616029919751;4.5;0.12809236454184622),(-0.03140954703225086;2.967627775429857;4.5;0.10524097374092434),(-0.6688303429296547;2.6703935768356435;4.5;0.10529298866477714),(-0.8987665812791165;2.1152783917313203;4.5;0.16490570851948488),(-0.6022175457229724;1.399345688183016;4.5;0.1665474517214823),(0.0784401684728921;1.1716008028301;4.5;0.12738692335479132),(0.6688303429296548;1.4659584853896985;4.5;0.08901003011046209),4.5,0.12112135243910341,0.08018159390874502,0.16443246910131187,2.050750815560652,2.2880966999999828,0
