ID,age,gender,hand,ipd,vision,height,trial,depthPass,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
12,19,male,right,63,glasses,2.086987257003784,1,False,(0.5985384301558945;2.045133372757309;3;0.10926282850293245),(0.4242640687119285;2.5112513257157127;3;0.08657895061513232),(-0.020939698021500572;2.686621753215242;3;0.11945552500958453),(-0.4316038802031908;2.5037822792791826;3;0.09986719402397755),(-0.5985384301558945;2.045133372757309;3;0.12623575438184478),(-0.4242640687119286;1.6627231882918556;3;0.13325910460932766),(0.052293445648594734;1.4892704381487367;3;0.09066504355999988),(0.44588689528643655;1.6855088931884694;3;0.1557136146031769),3,0.11512975191324702,0.1600212340105684,0.3281636761541951,2.050750815560652,2.374957600000016,0
12,19,male,right,63,glasses,2.086987257003784,2,False,(1.1998172341876694;2.066044369279044;6;0.11389175744218512),(0.8917737905728731;2.889943984634414;6;0.14563508505772388),(0.10458689129718976;3.282420894713879;6;0.15584410016295455),(-0.8183980320749981;2.964611698946789;6;0.13944918955675298),(-1.197076860311789;2.1706950254967348;6;0.14277015354479988),(-0.8183980320749983;1.2093628150607798;6;0.10315996964157166),(0.10458689129718947;0.8915536192936895;6;0.1434474620699837),(0.8029567276306293;1.1952134664309106;6;0.13207853079028586),6,0.13453453103328222,0.11262709754495462,0.2963868103823956,2.6315763865271773,2.9187839999999596,0
12,19,male,right,63,glasses,2.086987257003784,3,False,(1.199268992422915;2.1288666530467855;6;0.1670881265659367),(0.848528137423857;2.9355153944276413;6;0.13402312590927487),(0.06280314749153276;3.2853426987092726;6;0.10559739176283588),(-0.8485281374238569;2.9355153944276413;6;0.09868733457115943),(-1.1998172341876694;2.066044369279044;6;0.12403969590672775),(-0.9056514962673266;1.2997164222151758;6;0.08556843648104943),(-0.020942887724740195;0.8871700228161148;6;0.1560310781627225),(0.9192533317427733;1.3156421253799366;6;0.0957955060890171),6,0.12085383693109046,0.15072258239479752,0.27422417415400746,1.819396734032291,3.3080281000000014,0
12,19,male,right,63,glasses,2.086987257003784,4,False,(0.5999086170938347;2.0974587008661545;3;0.08312406388141795),(0.44588689528643655;2.488465620819099;3;0.1258675422322938),(-0.010471443862370085;2.686895874097619;3;0.10864538113833971),(-0.40147836381531493;2.532874152290221;3;0.1407366352676251),(-0.5991777208527442;2.055585683258018;3;0.1676346356158513),(-0.40919901603749914;1.648175036032282;3;0.1035663802772609),(-0.05229344564859495;1.4892704381487367;3;0.1747348311510882),(0.4528257481336631;1.6933518396094798;3;0.13512219568500664),3,0.12992895815611047,0.16624364667320785,0.2643557737714242,1.5901706865891814,3.0080266999999594,0
12,19,male,right,63,glasses,2.086987257003784,5,False,(1.1954336377100947;1.9824003657065943;6;0.13899261225250292),(0.9056514962673263;2.874258091792393;6;0.17108299620026252),(-0.02094288772474017;3.286804491191454;6;0.12500772619126319),(-0.8029567276306299;2.9787610475766573;6;0.12946620013320298),(-1.1998172341876694;2.066044369279044;6;0.08275128830314964),(-0.8183980320749983;1.2093628150607798;6;0.11344763570713357),(-0.06280314749153317;0.8886318152982957;6;0.14932290367434792),(0.8917737905728731;1.2840305293731544;6;0.17074128734252975),6,0.13510158122554905,0.1669959919012816,0.39774139566297395,2.3817421671898313,4.978902700000049,0
12,19,male,right,63,glasses,2.086987257003784,6,False,(1.1954336377100947;1.9824003657065943;6;0.1447939966962723),(0.9056514962673263;2.874258091792393;6;0.1724873812282082),(0.10458689129718976;3.282420894713879;6;0.08073460342731119),(-0.7872708347886086;2.9926387532711107;6;0.09980543734512932),(-1.2;2.086987257003784;6;0.1459300156853933),(-0.8917737905728731;1.2840305293731542;6;0.11884528465440197),(0.04187939604300154;0.8877182645808692;6;0.16924219465091128),(0.8335900445507967;1.223779496597403;6;0.14141100760861136),6,0.13415624016202987,0.23520824764383125,0.4132544366629284,1.7569725585843703,2.0526364999999487,0
12,19,male,right,63,glasses,2.086987257003784,7,False,(0.896575228282571;2.1654274254766763;4.5;0.1004082016872207),(0.6251925334130976;2.73439307730857;4.5;0.09840708582911276),(0.015707165793555238;2.9868501826445364;4.5;0.09985251238472996),(-0.6792386222004948;2.6774403830952407;4.5;0.1490097128766255),(-0.8998629256407522;2.071280091210229;4.5;0.14944891545710315),(-0.6894399988070802;1.5084784082858989;4.5;0.14094569633615975),(-0.04710236061864988;1.1882206757246676;4.5;0.1420275571620534),(0.6688303429296548;1.4847697112808118;4.5;0.12708377198693835),4.5,0.12589793171499294,0.1957474822161231,0.2888344568739786,1.4755462170138105,1.4747221999999738,0
12,19,male,right,63,glasses,2.086987257003784,8,False,(1.199268992422915;2.045107860960783;6;0.09627788475206245),(0.8632077604063814;2.920577301554581;6;0.13423932173962688),(-0.06280314749153261;3.2853426987092726;6;0.11854582522217336),(-0.8029567276306299;2.9787610475766573;6;0.10469477994048437),(-1.199268992422915;2.1288666530467855;6;0.14448029159936404),(-0.8632077604063813;1.2533972124529875;6;0.10070177221349201),(-0.020942887724740195;0.8871700228161148;6;0.13618855810758623),(0.7872708347886085;1.1813357607364576;6;0.17379999219370537),6,0.12611605322106184,0.05106170377407171,0.13845468410933992,2.7115171229293162,3.2305234000000382,0
12,19,male,right,63,glasses,2.086987257003784,9,False,(0.8998629256407522;2.1026944227973394;4.5;0.10737145104774526),(0.6137985240562487;2.7452055884610376;4.5;0.08625031167166887),(0.031409547032250976;2.9864390013209703;4.5;0.08615460140868814),(-0.6582183314572534;2.700785781060033;4.5;0.17284027915626682),(-0.896575228282571;2.1654274254766768;4.5;0.12279577901672672),(-0.6894399988070802;1.5084784082858989;4.5;0.13448444118505162),(0.031409547032251156;1.187535512686598;4.5;0.1291609011152216),(0.6688303429296548;1.4847697112808118;4.5;0.10181467597996852),4.5,0.1176090550726672,0.1709284050229226,0.3033271901918762,1.7745862084841781,2.119183299999918,0
12,19,male,right,63,glasses,2.086987257003784,10,False,(1.2;2.086987257003784;6;0.15675050787266076),(0.8632077604063814;2.920577301554581;6;0.15317968575581076),(0.06280314749153276;3.2853426987092726;6;0.1550270631065834),(-0.891773790572873;2.889943984634414;6;0.1200127529820797),(-1.1954336377100947;2.191574148300974;6;0.09707202089969001),(-0.8335900445507967;1.2237794965974027;6;0.10328828092637733),(-0.1045868912971899;0.8915536192936895;6;0.16644416886046853),(0.7713451316238471;1.1677339252610106;6;0.1100816074942092),6,0.13273201098723497,0.05579110028900718,0.15355906639591632,2.752393582497115,3.350712900000076,0
