ID,age,gender,hand,ipd,vision,height,trial,depthPass,sphereOne,sphereTwo,sphereThree,sphereFour,sphereFive,sphereSix,sphereSeven,sphereEight,sphereDistance, sphereAverageRadius,probeStartingRadius,probeAnswerRadius,probeScaleFactor,probeResponseTime,probeResponseOverTimeLimit
8,18,female,right,59,none,1.5241641998291016,1,False,(1.197076860311789;1.4404564313361512;6;0.10784691402848416),(0.8029567276306299;2.4159379904019747;6;0.14781671945049812),(-0.041879396043001144;2.7234331922520165;6;0.1486509141165917),(-0.8183980320749981;2.4017886417721064;6;0.14231584706519806),(-1.1998172341876694;1.5032213121043612;6;0.11679008823638043),(-0.7713451316238473;0.6049108680863281;6;0.09203027736218056),(-0.06280314749153317;0.3258087581236131;6;0.07852948271413994),(0.8183980320749983;0.6465397578860972;6;0.13152697398820543),6,0.1206884021202098,0.12369196242250757,0.17801802891796809,1.4392044998841014,1.3189429999999902,0
8,18,female,right,59,none,1.5241641998291016,2,False,(0.8994517443171862;1.4927546527968507;4.5;0.11131899875433594),(0.5785088487178854;2.213604198636182;4.5;0.09393414086418696),(0.04710236061864957;2.422930781108218;4.5;0.15491345263436493),(-0.6688303429296547;2.126381745552074;4.5;0.107263347622113),(-0.8998629256407522;1.5084570340355463;4.5;0.09542803307821085),(-0.6137985240562488;0.8659458683718482;4.5;0.08763939041870306),(-0.031409547032250684;0.6247124555119153;4.5;0.1617254351271839),(0.602217545722972;0.8553338568994464;4.5;0.11749939506056141),4.5,0.1162152741949575,0.14443129133859084,0.17197822240794863,1.1907268903715569,1.274446100000091,0
8,18,female,right,59,none,1.5241641998291016,3,False,(0.896575228282571;1.4457240313562092;4.5;0.14993565540113246),(0.6137985240562487;2.182382531286355;4.5;0.11429631601266833),(-0.01570716579355513;2.4240271254698538;4.5;0.1106463018798926),(-0.6582183314572534;2.1379627238853502;4.5;0.143962266432282),(-0.8978076452338418;1.5869450261988145;4.5;0.1604389690908501),(-0.6792386222004949;0.9337110737376452;4.5;0.08228724544329835),(-0.015707165793555147;0.6243012741883494;4.5;0.1566237782815562),(0.6363961030678926;0.8877680967612086;4.5;0.14547890476942976),4.5,0.13295867966388872,0.21529301865025924,0.15109133634569605,0.7017939424740103,3.1082157999999254,0
8,18,female,right,59,none,1.5241641998291016,4,False,(0.5985384301558945;1.5660180840755769;3;0.14979265810209633),(0.41679502227539833;1.9557680800322923;3;0.11457916377221267),(-0.010471443862370085;2.1240728169229364;3;0.16982915238639984),(-0.45282574813366316;1.917799617223406;3;0.16188174388936727),(-0.5977168188550473;1.4718707541805067;3;0.10884384769835281),(-0.4242640687119286;1.099900131117173;3;0.1542746942191986),(-0.010471443862370098;0.9242555827352669;3;0.11566455020033063),(0.4528257481336631;1.1305287824347972;3;0.1083237927731945),3,0.1353987003801441,0.1322023965256747,0.16058897883411483,1.2147206333201928,1.674936700000103,0
8,18,female,right,59,none,1.5241641998291016,5,False,(0.5999086170938347;1.5136927559667315;3;0.12037748607338608),(0.4091990160374991;1.9629764208006037;3;0.16807038895419496),(0.04185388424647514;2.122702629984996;3;0.09817246961743209),(-0.4316038802031908;1.9409592221044998;3;0.1165465628907213),(-0.5999086170938347;1.5136927559667315;3;0.087667579579992),(-0.4242640687119286;1.099900131117173;3;0.1403828984648683),(0.010471443862369877;0.9242555827352669;3;0.12685235559318753),(0.41679502227539833;1.0925603196259108;3;0.14957889772622884),3,0.1259560798625014,0.1798152730188537,0.1102941618184648,0.6133748261022323,2.599734200000057,0
8,18,female,right,59,none,1.5241641998291016,6,False,(1.1954336377100947;1.4195773085319117;6;0.09826682294928718),(0.8917737905728731;2.3271209274597315;6;0.10693691214082851),(-0.02094288772474017;2.723981434016771;6;0.13894110782745728),(-0.8485281374238569;2.3726923372529587;6;0.08272581523816636),(-1.1983554417054885;1.4613610523375693;6;0.12246754902328477),(-0.9192533317427736;0.7528190682052545;6;0.17104477720715816),(-0.06280314749153317;0.3258087581236131;6;0.1413354591913894),(0.8183980320749983;0.6465397578860972;6;0.16855543856315972),6,0.12878423526759142,0.05981687023274543,0.12639588916335825,2.113047517724617,2.820972099999949,0
8,18,female,right,59,none,1.5241641998291016,7,False,(1.1998172341876694;1.5451070875538417;6;0.14667264422687876),(0.848528137423857;2.3726923372529587;6;0.14286631693120438),(0.06280314749153276;2.72251964153459;6;0.07526708656162373),(-0.8485281374238569;2.3726923372529587;6;0.10304735913552575),(-1.199268992422915;1.4822848037861005;6;0.09527313764041777),(-0.8335900445507967;0.6609564394227202;6;0.17243599281471844),(-2.2043642384652356e-16;0.3241641998291016;6;0.15091256880800863),(0.8917737905728731;0.7212074721984718;6;0.15746423581121238),6,0.13049241774119874,0.13582278581948498,0.1708486197999409,1.2578789248735256,1.3086141999999654,0
8,18,female,right,59,none,1.5241641998291016,8,False,(0.5985384301558945;1.5660180840755769;3;0.11530555874906705),(0.40147836381531493;1.970051095115538;3;0.11005475485364724),(0.020939698021500648;2.1237986960405593;3;0.16963890470045492),(-0.4458868952864365;1.9256425636444165;3;0.11135845663627632),(-0.5996344962114575;1.5451038978506022;3;0.11143896104947959),(-0.4242640687119286;1.099900131117173;3;0.13769368297064705),(-0.04185388424647535;0.9256257696732071;3;0.14447474739798633),(0.4242640687119284;1.099900131117173;3;0.15324353460855425),3,0.1316510751207641,0.07750392091830216,0.08478378202248661,1.0939289395675638,1.696904600000039,0
8,18,female,right,59,none,1.5241641998291016,9,False,(1.1983554417054885;1.461361052337569;6;0.15353965373105988),(0.7872708347886087;2.429815696096428;6;0.08304238997406677),(0.06280314749153276;2.72251964153459;6;0.10449976844541081),(-0.891773790572873;2.3271209274597315;6;0.16497062880996907),(-1.199268992422915;1.4822848037861005;6;0.09016597160380317),(-0.8029567276306298;0.6323904092562284;6;0.13268232210572822),(0.10458689129718947;0.32873056211900686;6;0.09008129299839047),(0.8183980320749983;0.6465397578860972;6;0.12598134532108116),6,0.11812042162368869,0.19433652191457051,0.12039612166626731,0.6195239087339071,2.996522000000027,0
8,18,female,right,59,none,1.5241641998291016,10,False,(0.5999086170938347;1.5136927559667315;3;0.10583151891325598),(0.40147836381531493;1.970051095115538;3;0.13602519379793238),(-0.05229344564859494;2.121881018684149;3;0.10220914283848333),(-0.45282574813366316;1.917799617223406;3;0.16547298038424502),(-0.5977168188550473;1.4718707541805067;3;0.11222550901880307),(-0.39363541739430435;1.0713384516954383;3;0.11889769328279266),(-0.03140157374576658;0.9249864789763573;3;0.1159002894932733),(0.4388122209715024;1.1149651837916026;3;0.07952974737646085),3,0.11701150938815583,0.136334032907316,0.1714917067371265,1.2578789248735256,1.3524377999999615,0
